id,user_id,date,category_id,account_id,amount,comment,change_balance_id,type,direction
"557","12","1695226621","205","217","471.00","",,"EXPENSE","DECREASE"
"558","12","1695226650","40","217","267.00","",,"EXPENSE","DECREASE"
"559","12","1695313086","205","217","597.00","",,"EXPENSE","DECREASE"
"560","12","1695313121","38","217","300.00","барбершоп",,"EXPENSE","DECREASE"
"561","12","1695313244","29","217","150.00","буфет",,"EXPENSE","DECREASE"
"562","12","1695313285","31","217","165.00","",,"EXPENSE","DECREASE"
"563","12","1695399720","39","217","189.00","",,"EXPENSE","DECREASE"
"564","12","1695399753","31","217","125.00","",,"EXPENSE","DECREASE"
"565","12","1695399773","31","217","120.00","",,"EXPENSE","DECREASE"
"566","12","1695486229","29","217","200.00","пляж",,"EXPENSE","DECREASE"
"567","12","1695486298","29","217","115.00","115",,"EXPENSE","DECREASE"
"568","12","1695486325","29","217","145.00","",,"EXPENSE","DECREASE"
"569","12","1695486359","31","217","110.00","",,"EXPENSE","DECREASE"
"570","12","1695572785","31","217","200.00","",,"EXPENSE","DECREASE"
"571","12","1695572803","29","217","662.00","эстер",,"EXPENSE","DECREASE"
"572","12","1695572855","29","217","200.00","самокат",,"EXPENSE","DECREASE"
"573","12","1695572887","29","217","200.00","пляж",,"EXPENSE","DECREASE"
"574","12","1695572919","40","217","684.00","",,"EXPENSE","DECREASE"
"575","12","1695659343","205","217","219.00","",,"EXPENSE","DECREASE"
"576","12","1695659374","31","217","100.00","",,"EXPENSE","DECREASE"
"577","12","1695746048","40","217","404.00","",,"EXPENSE","DECREASE"
"578","12","1695746122","39","217","189.00","",,"EXPENSE","DECREASE"
"579","12","1695832544","40","217","730.00","",,"EXPENSE","DECREASE"
"580","12","1695746180","62","217","350.00","",,"EXPENSE","DECREASE"
"581","12","1695919038","205","217","280.00","",,"EXPENSE","DECREASE"
"582","12","1695919073","205","217","252.00","",,"EXPENSE","DECREASE"
"583","12","1696005517","40","217","172.00","",,"EXPENSE","DECREASE"
"584","12","1696005542","40","217","119.00","",,"EXPENSE","DECREASE"
"585","12","1696091973","31","217","101.00","",,"EXPENSE","DECREASE"
"586","12","1696092014","29","217","127.00","",,"EXPENSE","DECREASE"
"587","12","1696092050","31","217","112.00","",,"EXPENSE","DECREASE"
"588","12","1695401221","40","217","448.00","",,"EXPENSE","DECREASE"
"589","12","1696092476","31","217","146.00","",,"EXPENSE","DECREASE"
"590","12","1696092516","29","217","145.00","",,"EXPENSE","DECREASE"
"591","12","1696092536","40","217","245.00","",,"EXPENSE","DECREASE"
"592","12","1696092563","29","217","428.00","",,"EXPENSE","DECREASE"
"593","12","1696092592","31","217","75.00","",,"EXPENSE","DECREASE"
"594","12","1696092614","31","217","95.00","",,"EXPENSE","DECREASE"
"595","12","1696092647","29","217","180.00","",,"EXPENSE","DECREASE"
"596","12","1696092669","31","217","150.00","",,"EXPENSE","DECREASE"
"642","12","1696768893","530","217","550.00","Зебра",,"EXPENSE","DECREASE"
"644","12","1696809600",,"217","173711.00","","643","CHANGE_BALANCE","INCREASE"
"647","12","1696809600",,"645","24300.00","","646","CHANGE_BALANCE","DECREASE"
"650","12","1696809600",,"648","21330.00","","649","CHANGE_BALANCE","DECREASE"
"651","12","1696194667","29","217","115.00","",,"EXPENSE","DECREASE"
"652","12","1697404286","29","217","400.00","санторини",,"EXPENSE","DECREASE"
"653","12","1696194705","29","217","262.00","",,"EXPENSE","DECREASE"
"654","12","1696281167","29","217","330.00","ростери",,"EXPENSE","DECREASE"
"655","12","1696281201","31","217","100.00","",,"EXPENSE","DECREASE"
"656","12","1696367647","25","217","2100.00","",,"EXPENSE","DECREASE"
"657","12","1696367676","39","217","177.00","",,"EXPENSE","DECREASE"
"658","12","1696454111","40","217","271.00","",,"EXPENSE","DECREASE"
"659","12","1696454158","29","217","200.00","",,"EXPENSE","DECREASE"
"660","12","1696454181","29","217","180.00","",,"EXPENSE","DECREASE"
"661","12","1696454199","38","217","400.00","барбершоп",,"EXPENSE","DECREASE"
"662","12","1696454223","31","217","134.00","",,"EXPENSE","DECREASE"
"663","12","1696454248","39","217","153.00","",,"EXPENSE","DECREASE"
"664","12","1696540679","40","217","340.00","",,"EXPENSE","DECREASE"
"665","12","1696627141","31","217","143.00","",,"EXPENSE","DECREASE"
"666","12","1696627209","29","217","760.00","облака",,"EXPENSE","DECREASE"
"667","12","1696627246","39","217","107.00","",,"EXPENSE","DECREASE"
"668","12","1696627272","31","217","250.00","",,"EXPENSE","DECREASE"
"669","12","1696713705","40","217","535.00","сильпо",,"EXPENSE","DECREASE"
"670","12","1696713785","40","217","107.00","",,"EXPENSE","DECREASE"
"671","12","1696800201","31","217","115.00","",,"EXPENSE","DECREASE"
"672","12","1696886630","40","217","513.00","",,"EXPENSE","DECREASE"
"673","12","1696886682","19","217","700.00","щейвер",,"EXPENSE","DECREASE"
"674","12","1696886718","40","217","100.00","",,"EXPENSE","DECREASE"
"675","12","1696886743","31","217","108.00","",,"EXPENSE","DECREASE"
"676","12","1696886763","530","217","100.00","болт",,"EXPENSE","DECREASE"
"677","12","1696886836","31","217","100.00","",,"EXPENSE","DECREASE"
"678","12","1696973295","62","217","300.00","киевстар",,"EXPENSE","DECREASE"
"679","12","1696973365","29","217","176.00","",,"EXPENSE","DECREASE"
"680","12","1697059786","39","217","253.00","",,"EXPENSE","DECREASE"
"681","12","1697059826","40","217","281.00","",,"EXPENSE","DECREASE"
"682","12","1697146275","530","217","12000.00","8000 квартира, 4000 - комиссия",,"EXPENSE","DECREASE"
"683","12","1697405535","530","217","4000.00","залог",,"EXPENSE","DECREASE"
"684","12","1697146359","29","217","122.00","",,"EXPENSE","DECREASE"
"685","12","1697146383","29","217","213.00","",,"EXPENSE","DECREASE"
"686","12","1697146408","40","217","277.00","",,"EXPENSE","DECREASE"
"688","12","1697232991","687","217","422.00","жд",,"EXPENSE","DECREASE"
"689","12","1697233039","530","217","4000.00","залог",,"EXPENSE","DECREASE"
"690","12","1697233069","31","217","116.00","",,"EXPENSE","DECREASE"
"691","12","1697233094","29","217","827.00","санторини",,"EXPENSE","DECREASE"
"692","12","1697233125","31","217","246.00","",,"EXPENSE","DECREASE"
"693","12","1697319551","29","217","185.00","санторини",,"EXPENSE","DECREASE"
"694","12","1697319574","29","217","200.00","санторини",,"EXPENSE","DECREASE"
"695","12","1697319612","31","217","109.00","",,"EXPENSE","DECREASE"
"696","12","1697319637","29","217","705.00","облака",,"EXPENSE","DECREASE"
"697","12","1696196727","40","217","318.00","",,"EXPENSE","DECREASE"
"698","12","1696283145","29","217","400.00","",,"EXPENSE","DECREASE"
"699","12","1696542392","445","217","2200.00","трусы носки",,"EXPENSE","DECREASE"
"700","12","1696542424","31","217","95.00","",,"EXPENSE","DECREASE"
"701","12","1696628863","29","217","450.00","",,"EXPENSE","DECREASE"
"702","12","1696715320","31","217","170.00","",,"EXPENSE","DECREASE"
"703","12","1697406560","16","217","432.00","",,"EXPENSE","DECREASE"
"704","12","1697406603","26","217","3000.00","",,"EXPENSE","DECREASE"
"705","12","1697406739","62","217","840.00","электр, газ",,"EXPENSE","DECREASE"
"706","12","1697631787","37","217","4520.00","запчасти для ТО",,"EXPENSE","DECREASE"
"709","12","1698098712","355","217","3100.00","",,"EXPENSE","DECREASE"
"711","12","1698667568","39","217","85.00","Created by bot",,"EXPENSE","DECREASE"
"712","12","1698685310","445","217","1550.00","Created by bot",,"EXPENSE","DECREASE"
"713","12","1698686430","458","217","1675.00","Created by bot",,"EXPENSE","DECREASE"
"714","12","1698694969","35","217","838.00","Created by bot",,"EXPENSE","DECREASE"
"715","12","1698695009","40","217","212.00","Created by bot",,"EXPENSE","DECREASE"
"716","12","1697497308","40","217","233.00","",,"EXPENSE","DECREASE"
"717","12","1697497519","39","217","195.00","",,"EXPENSE","DECREASE"
"718","12","1697497561","40","217","254.00","",,"EXPENSE","DECREASE"
"719","12","1697497592","31","217","120.00","",,"EXPENSE","DECREASE"
"720","12","1697584041","39","217","180.00","",,"EXPENSE","DECREASE"
"721","12","1697584069","31","217","131.00","",,"EXPENSE","DECREASE"
"722","12","1698707300","39","217","161.00","",,"EXPENSE","DECREASE"
"723","12","1697584133","40","217","389.00","",,"EXPENSE","DECREASE"
"724","12","1697670700","39","217","115.00","",,"EXPENSE","DECREASE"
"725","12","1697670741","38","217","400.00","стрижка",,"EXPENSE","DECREASE"
"726","12","1697670832","39","217","245.00","",,"EXPENSE","DECREASE"
"727","12","1697670894","37","217","800.00","работы",,"EXPENSE","DECREASE"
"728","12","1697670938","29","217","281.00","",,"EXPENSE","DECREASE"
"729","12","1697757455","62","217","346.00","",,"EXPENSE","DECREASE"
"730","12","1697757487","90","217","800.00","",,"EXPENSE","DECREASE"
"731","12","1697757521","39","217","120.00","",,"EXPENSE","DECREASE"
"732","12","1697757558","458","217","1000.00","пересиликон ванной",,"EXPENSE","DECREASE"
"733","12","1697930472","40","217","261.00","",,"EXPENSE","DECREASE"
"734","12","1697930489","39","217","165.00","",,"EXPENSE","DECREASE"
"735","12","1698016950","35","217","853.00","",,"EXPENSE","DECREASE"
"736","12","1698103415","39","217","341.00","",,"EXPENSE","DECREASE"
"737","12","1698103464","31","217","115.00","",,"EXPENSE","DECREASE"
"738","12","1698189884","530","217","823.00","",,"EXPENSE","DECREASE"
"739","12","1698189952","445","217","6527.00","ыетровка, термобелью",,"EXPENSE","DECREASE"
"740","12","1698189995","445","217","3294.00","джинсы",,"EXPENSE","DECREASE"
"741","12","1698276436","29","217","135.00","",,"EXPENSE","DECREASE"
"742","12","1698276462","31","217","116.00","",,"EXPENSE","DECREASE"
"743","12","1698276528","29","217","624.00","",,"EXPENSE","DECREASE"
"744","12","1698276546","31","217","109.00","",,"EXPENSE","DECREASE"
"745","12","1698362991","31","217","160.00","",,"EXPENSE","DECREASE"
"746","12","1698363028","29","217","474.00","",,"EXPENSE","DECREASE"
"747","12","1698449453","40","217","224.00","",,"EXPENSE","DECREASE"
"748","12","1698449515","25","217","5000.00","",,"EXPENSE","DECREASE"
"749","12","1698535951","62","217","350.00","нетфликс",,"EXPENSE","DECREASE"
"750","12","1698536068","39","217","149.00","",,"EXPENSE","DECREASE"
"751","12","1698708890","40","217","889.00","",,"EXPENSE","DECREASE"
"752","12","1698622505","29","217","400.00","лежаки",,"EXPENSE","DECREASE"
"753","12","1698622530","29","217","230.00","коктейли",,"EXPENSE","DECREASE"
"754","12","1698622554","29","217","595.00","ресторан",,"EXPENSE","DECREASE"
"755","12","1698622574","40","217","128.00","",,"EXPENSE","DECREASE"
"756","12","1698622594","39","217","90.00","чай",,"EXPENSE","DECREASE"
"757","12","1698017960","35","217","2240.00","",,"EXPENSE","DECREASE"
"758","12","1698017990","29","217","207.00","",,"EXPENSE","DECREASE"
